document_id	relation	head_text	head_span	head_type	tail_text	tail_span	tail_type
26271560_ru	SUBCLASS_OF	ранении груди	1405-1418	INJURY_POISONING	ранении	1405-1412	INJURY_POISONING
26271560_ru	AFFECTS	ранении груди	1405-1418	INJURY_POISONING	груди	1413-1418	ANATOMY
26271560_ru	AFFECTS	ранениях	347-355	INJURY_POISONING	сосудов грудной стенки	356-378	ANATOMY
26271561_ru	HAS_CAUSE	эффективность воздействия	15-40	FINDING	криопреципитата	41-56	CHEM
26271561_ru	HAS_CAUSE	эффективность воздействия	15-40	FINDING	аллопланта	59-69	CHEM
26271561_ru	AFFECTS	эффективность воздействия	15-40	FINDING	регенерацию печеночной ткани	73-101	PHYS
26271561_ru	SUBCLASS_OF	регенерацию печеночной ткани	73-101	PHYS	регенерацию	73-84	PHYS
26271561_ru	PHYSIOLOGY_OF	регенерацию печеночной ткани	73-101	PHYS	печеночной ткани	85-101	ANATOMY
26271561_ru	PART_OF	печеночной ткани	85-101	ANATOMY	печеночной	85-95	ANATOMY
26271561_ru	AFFECTS	циррозом	112-120	DISO	печеночной	85-95	ANATOMY
26271561_ru	TREATED_USING	циррозом	112-120	DISO	криопреципитата	41-56	CHEM
26271561_ru	TREATED_USING	циррозом	112-120	DISO	аллопланта	59-69	CHEM
26271561_ru	SUBCLASS_OF	циррозом печени	248-263	DISO	циррозом	248-256	DISO
26271561_ru	AFFECTS	циррозом печени	248-263	DISO	печени	257-263	ANATOMY
26271561_ru	SUBCLASS_OF	стимулятор регенерации	289-311	CHEM	стимулятор	289-299	CHEM
26271561_ru	ASSOCIATED_WITH	регенерации	300-311	PHYS	стимулятор регенерации	289-311	CHEM
26271561_ru	PHYSIOLOGY_OF	регенерации	300-311	PHYS	печень	328-334	ANATOMY
26271561_ru	SUBCLASS_OF	цирротическую печень	314-334	ANATOMY	печень	328-334	ANATOMY
26271561_ru	AFFECTS	цирротическую	314-327	DISO	печень	328-334	ANATOMY
26271561_ru	USED_IN	УЗИ	349-352	LABPROC	стимулятор регенерации	289-311	CHEM
26271561_ru	ASSOCIATED_WITH	смешанной (токсической и вирусной) этиологии	581-625	PHYS	цирроз	570-576	DISO
26271561_ru	ASSOCIATED_WITH	вирусной	637-645	PHYS	цирроз	570-576	DISO
26271561_ru	ASSOCIATED_WITH	токсической	657-668	PHYS	цирроз	570-576	DISO
26271561_ru	ASSOCIATED_WITH	динамику	783-791	PHYS	печеночно-клеточной недостаточности	792-827	DISO
26271561_ru	FINDING_OF	положительную динамику	769-791	FINDING	динамику	783-791	PHYS
26271561_ru	ASSOCIATED_WITH	динамику	783-791	PHYS	цитолитического синдромов	829-873	DISO
26271561_ru	ASSOCIATED_WITH	динамику	783-791	PHYS	холестатического синдромов	847-873	DISO
26271561_ru	ASSOCIATED_WITH	динамику	783-791	PHYS	гиперспленизма	875-889	DISO
26271561_ru	APPLIED_TO	криопреципитата	1008-1023	CHEM	печень	1026-1032	ANATOMY
26271561_ru	AFFECTS	циррозом	950-958	DISO	печень	1026-1032	ANATOMY
26271561_ru	TREATED_USING	циррозом	950-958	DISO	криопреципитата	1008-1023	CHEM
26271561_ru	PART_OF	печеночную ткань	1083-1099	ANATOMY	печеночную	1083-1093	ANATOMY
26271561_ru	USED_IN	УЗИ	1114-1117	LABPROC	Аллоплант	1060-1069	CHEM
26271561_ru	HAS_CAUSE	регенерацию печени	1146-1164	PHYS	Аллоплант	1060-1069	CHEM
26271561_ru	HAS_CAUSE	регенерацию печени	1146-1164	PHYS	криопреципитата	1008-1023	CHEM
26271561_ru	SUBCLASS_OF	регенерацию печени	1146-1164	PHYS	регенерацию	1146-1157	PHYS
26271561_ru	PHYSIOLOGY_OF	регенерацию печени	1146-1164	PHYS	печени	1158-1164	ANATOMY
26271561_ru	HAS_CAUSE	улучшает клинико-лабораторные показатели	1186-1226	FINDING	Аллоплант	1060-1069	CHEM
26271561_ru	AFFECTS	улучшает клинико-лабораторные показатели	1186-1226	FINDING	клинико-лабораторные показатели	1195-1226	PHYS
26271561_ru	TREATED_USING	циррозе класса С	1280-1296	DISO	аллоплант	1297-1306	CHEM
26271561_ru	HAS_CAUSE	не эффективен	1307-1320	FINDING	аллоплант	1297-1306	CHEM
26271561_ru	AFFECTS	печеночно-клеточной недостаточности	792-827	DISO	клеточной	802-811	ANATOMY
26271561_ru	AFFECTS	печеночно-клеточной недостаточности	792-827	DISO	печеночно	792-801	ANATOMY
26271561_ru	ASSOCIATED_WITH	циррозе класса С	1280-1296	DISO	не эффективен	1307-1320	FINDING
26271561_ru	ASSOCIATED_WITH	циррозом	112-120	DISO	эффективность воздействия	15-40	FINDING
26271561_ru	SUBCLASS_OF	циррозе класса С	1280-1296	DISO	циррозе	1280-1287	DISO
26271561_ru	SUBCLASS_OF	циррозом класса А и В по Child-Pugh	1239-1274	DISO	циррозом	1239-1247	DISO
26271562_ru	HAS_CAUSE	травматических артериовенозных (ТАС) свищей	29-72	INJURY_POISONING	травматических	29-43	INJURY_POISONING
26271562_ru	SUBCLASS_OF	травматических артериовенозных (ТАС) свищей	29-72	INJURY_POISONING	свищей	66-72	INJURY_POISONING
26271562_ru	ABBREVIATION	травматических артериовенозных (ТАС) свищей	29-72	INJURY_POISONING	ТАС	61-64	INJURY_POISONING
26271562_ru	SUBCLASS_OF	колото-резаные раны	403-422	INJURY_POISONING	раны	418-422	INJURY_POISONING
26271562_ru	HAS_CAUSE	ТАС	289-292	INJURY_POISONING	колото-резаные раны	403-422	INJURY_POISONING
26271562_ru	SUBCLASS_OF	огнестрельные ранения	424-445	INJURY_POISONING	ранения	438-445	INJURY_POISONING
26271562_ru	HAS_CAUSE	ТАС	289-292	INJURY_POISONING	огнестрельные ранения	424-445	INJURY_POISONING
26271562_ru	SUBCLASS_OF	тупая травма	447-459	INJURY_POISONING	травма	453-459	INJURY_POISONING
26271562_ru	HAS_CAUSE	ТАС	289-292	INJURY_POISONING	тупая травма	447-459	INJURY_POISONING
26271562_ru	HAS_CAUSE	ТАС	289-292	INJURY_POISONING	ятрогения	461-470	DISO
26271562_ru	SUBCLASS_OF	самораскрывающимися стент-графтами	573-629	DEVICE	стент-графтами	615-629	DEVICE
26271562_ru	SUBCLASS_OF	баллонорасширяемыми стент-графтами	595-629	DEVICE	стент-графтами	615-629	DEVICE
26271562_ru	PART_OF	нижней трети бедра	723-741	ANATOMY	бедра	736-741	ANATOMY
26271562_ru	HAS_CAUSE	болевой синдром	790-805	DISO	болевой	790-797	DISO
26271562_ru	ASSOCIATED_WITH	опорной функции конечности	817-843	PHYS	нарушения опорной функции конечности	807-843	DISO
26271562_ru	ALTERNATIVE_NAME	опорной функции конечности	817-843	PHYS	опорной функции	817-832	PHYS
26271562_ru	PHYSIOLOGY_OF	опорной функции конечности	817-843	PHYS	конечности	833-843	ANATOMY
26271562_ru	SUBCLASS_OF	Более проксимально расположенные артериовенозные соустья	870-926	ANATOMY	артериовенозные соустья	903-926	ANATOMY
26271562_ru	SUBCLASS_OF	артериовенозные соустья	903-926	ANATOMY	соустья	919-926	ANATOMY
26271562_ru	PART_OF	артериовенозные соустья	903-926	ANATOMY	артериовенозные	903-918	ANATOMY
26271562_ru	SUBCLASS_OF	тяжелой сердечной недостаточности	999-1032	DISO	сердечной недостаточности	1007-1032	DISO
26271562_ru	AFFECTS	сердечной недостаточности	1007-1032	DISO	сердечной	1007-1016	ANATOMY
26271562_ru	SUBCLASS_OF	портальной гипертензии	1035-1057	DISO	гипертензии	1046-1057	DISO
26271562_ru	AFFECTS	портальной гипертензии	1035-1057	DISO	портальной	1035-1045	ANATOMY
26271562_ru	HAS_CAUSE	тяжелой сердечной недостаточности	999-1032	DISO	ТАС	708-711	INJURY_POISONING
26271562_ru	HAS_CAUSE	портальной гипертензии	1035-1057	DISO	ТАС	708-711	INJURY_POISONING
26271562_ru	TO_DETECT_OR_STUDY	Ангиографический	1059-1075	LABPROC	Ангиографический успех	1059-1095	PHYS
26271562_ru	ORIGINS_FROM	Ангиографический и клинический успех достигнут	1059-1105	FINDING	Ангиографический	1059-1075	LABPROC
26271562_ru	FINDING_OF	Ангиографический и клинический успех достигнут	1059-1105	FINDING	Ангиографический успех	1059-1095	PHYS
26271562_ru	FINDING_OF	Ангиографический и клинический успех достигнут	1059-1105	FINDING	клинический успех	1078-1095	PHYS
26271562_ru	ASSOCIATED_WITH	сердечной недостаточности	1204-1229	DISO	исчезли проявления	1185-1203	FINDING
26271562_ru	ASSOCIATED_WITH	портальной гипертензии	1232-1254	DISO	исчезли проявления	1185-1203	FINDING
26271562_ru	AFFECTS	сердечной недостаточности	1204-1229	DISO	сердечной	1204-1213	ANATOMY
26271562_ru	SUBCLASS_OF	портальной гипертензии	1232-1254	DISO	гипертензии	1243-1254	DISO
26271562_ru	AFFECTS	портальной гипертензии	1232-1254	DISO	портальной	1232-1242	ANATOMY
26271562_ru	HAS_CAUSE	травматических артериовенозных свищей	1284-1321	INJURY_POISONING	травматических	1284-1298	INJURY_POISONING
26271562_ru	SUBCLASS_OF	травматических артериовенозных свищей	1284-1321	INJURY_POISONING	артериовенозных свищей	1299-1321	INJURY_POISONING
26271562_ru	SUBCLASS_OF	артериовенозных свищей	1299-1321	INJURY_POISONING	свищей	1315-1321	INJURY_POISONING
26271562_ru	SUBCLASS_OF	артерий нижних конечностей	1322-1348	ANATOMY	артерий	1322-1329	ANATOMY
26271562_ru	PART_OF	артерий нижних конечностей	1322-1348	ANATOMY	нижних конечностей	1330-1348	ANATOMY
26271562_ru	SUBCLASS_OF	нижних конечностей	1330-1348	ANATOMY	конечностей	1337-1348	ANATOMY
26271562_ru	FINDING_OF	восстанавливалась опорная функция	1349-1382	FINDING	опорная функция	1367-1382	PHYS
26271562_ru	PHYSIOLOGY_OF	опорная функция	1367-1382	PHYS	нижних конечностей	1330-1348	ANATOMY
26271562_ru	ASSOCIATED_WITH	болевой синдром	1393-1408	DISO	проходил болевой синдром	1384-1408	FINDING
26271562_ru	FINDING_OF	нормализовалось трофика	1410-1433	FINDING	трофика	1426-1433	PHYS
26271562_ru	PHYSIOLOGY_OF	трофика	1426-1433	PHYS	нижних конечностей	1330-1348	ANATOMY
26271562_ru	HAS_CAUSE	тяжелой сердечной недостаточности	1601-1634	DISO	артериовенозного сброса	1566-1589	DISO
26271562_ru	AFFECTS	артериовенозного сброса	1566-1589	DISO	артериовенозного	1566-1582	ANATOMY
26271562_ru	SUBCLASS_OF	тяжелой сердечной недостаточности	1601-1634	DISO	сердечной недостаточности	1609-1634	DISO
26271562_ru	AFFECTS	сердечной недостаточности	1609-1634	DISO	сердечной	1609-1618	ANATOMY
26271562_ru	FINDING_OF	надежное разобщение ТАС	1786-1809	FINDING	ТАС	1806-1809	INJURY_POISONING
26271562_ru	HAS_CAUSE	болевой синдром	1393-1408	DISO	болевой	1393-1400	DISO
26271563_ru	ABBREVIATION	непаразитарных кист	204-223	DISO	НК	225-227	DISO
26271563_ru	SUBCLASS_OF	непаразитарных кист	204-223	DISO	кист	219-223	DISO
26271563_ru	AFFECTS	непаразитарных кист	204-223	DISO	селезенки	229-238	ANATOMY
26271563_ru	ASSOCIATED_WITH	осложнений	614-624	DISO	осложнений не отмечено	614-636	FINDING
26271563_ru	SUBCLASS_OF	левосторонний гидроторакс	686-711	DISO	осложнения	674-684	DISO
26271563_ru	SUBCLASS_OF	левосторонний гидроторакс	686-711	DISO	гидроторакс	700-711	DISO
26271563_ru	SUBCLASS_OF	жидкостное скопление	713-733	DISO	осложнения	674-684	DISO
26271563_ru	FINDING_OF	Летальных исходов не было	944-969	FINDING	Летальных исходов	944-961	PHYS
26271563_ru	PHYSIOLOGY_OF	локализация патологического образования	1036-1075	PHYS	патологического образования	1048-1075	ANATOMY
